fold,slice,policy,trailing_median_composite,trailing_std_composite,final_composite,iterations_in_window,trailing_median_delta_vs_uncertainty
fold_3,128,variogram_eer_4x4_mean_kappa5,0.1846951229786184,0.004754408415791456,0.172016857174053,6,-0.014530795354247394
fold_3,138,gated_veer_4x4_mean_kappa10,0.0,0.0,0.0,6,-0.4551906007217329
fold_3,138,gated_veer_4x4_mean_kappa5,0.14250325543541442,0.027236099778228957,0.215290780303697,6,-0.3126873452863185
fold_3,138,nested_band_veer_4x4_mean_kappa2,0.1325816121762217,0.04233604726154123,0.2458747390618768,6,-0.32260898854551123
fold_3,138,nested_veer_4x4_mean_kappa0,0.23533541363616012,0.004755529860942894,0.2355105197212793,6,-0.21985518708557278
fold_3,138,uncertainty_lookahead,0.4551906007217329,0.07118624924573369,0.2621329372876418,6,0.0
fold_3,138,variogram_eer_4x4_mean_kappa5,0.11414723412952754,0.04072245810194428,0.1143076042265171,6,-0.34104336659220535
fold_3,149,gated_veer_4x4_mean_kappa10,0.037393059821278246,0.0009611272702149191,0.0383335908792923,6,-0.10879263879643206
fold_3,149,gated_veer_4x4_mean_kappa5,0.03007926290964405,0.001839927959460842,0.0326899519917023,6,-0.11610643570806625
fold_3,149,nested_band_veer_4x4_mean_kappa2,0.098890912226788,0.059174288904340684,0.1702328406154971,6,-0.0472947863909223
fold_3,149,nested_veer_4x4_mean_kappa0,0.1461856986177103,0.04416973563012715,0.1505260068811981,6,0.0
fold_3,149,uncertainty_lookahead,0.1461856986177103,0.04416973563012715,0.1505260068811981,6,0.0
fold_3,149,variogram_eer_4x4_mean_kappa5,0.041497317135796005,0.00238707724321539,0.0443756195739993,6,-0.1046883814819143
