fold,slice,policy,iteration,stage,query_count,scan_time_s,dose_proxy,selected_area_fraction,morphology_composite_error,front_mean_symmetric_distance_nm,front_hausdorff_distance_nm,front_availability_status,front_detection_correct,penetration_d95_absolute_error_nm,penetration_dmax_absolute_error_nm,normalized_reconstruction_rmse,roi_id,variogram_sill
fold_2,098,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0806574703644303,3256.1902460144547,8874.98067378177,matched_present,True,5600.0,5400.0,0.2288436663526359,r0192_c0128,
fold_2,099,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2581552075091311,22445.4417845026,54400.0,matched_present,True,5900.0,5500.0,0.2016964348448558,r0256_c0192,22.605067133224612
fold_2,099,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2380936125450679,20542.678657448458,54400.0,matched_present,True,5600.0,5200.0,0.2165817824055365,r0256_c0256,
fold_2,100,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2510716111448524,21667.6629037048,54500.0,matched_present,True,5900.0,5600.0,0.2017586883214905,r0256_c0256,19.49551353673892
fold_2,100,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2515521379172358,21720.42474331249,54500.0,matched_present,True,5900.0,5600.0,0.2180867261245746,r0128_c0000,
fold_5,251,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.1051609945501892,9976.677201610772,53200.0,matched_present,True,1570.0000000000073,0.0,0.2235313430580115,r0128_c0000,19.48889708676704
fold_2,101,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.1894352831206291,15099.994086645078,45065.796453186085,matched_present,True,5700.0,5500.0,0.2099052307478271,r0000_c0256,38.779901459954274
fold_3,134,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2666352257736723,22876.54778994922,54100.0,matched_present,True,6400.0,5700.0,0.2297583696872046,r0256_c0256,36.47490548931334
fold_3,134,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.3245563215535152,25141.28410657587,54200.0,matched_present,True,10495.00000000011,5700.0,0.2350099550308063,r0128_c0192,
fold_3,135,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.3430450042834806,26366.341470326177,54200.0,matched_present,True,11300.0,10900.0,0.226440975064037,r0064_c0485,40.6896431599364
